,0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,0.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,15.407972830701965
0,150.0
0,39.00782434547955
0,150.0
0,109.56876563641754
0,150.0
0,143.9090604637745
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,153.4262773628011
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,145.0692814131371
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,272.3669992994419
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,149.72194101093783
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
0,150.0
